DATE,M12MTVUSM227NFWA_POP
1991-02-01,8493.7910246494933000
1991-03-01,8487.0231245938535000
1991-04-01,8479.9183036933539000
1991-05-01,8481.4699125786338000
1991-06-01,8487.1705758529583000
1991-07-01,8489.1022631788649000
1991-08-01,8506.2035326054837000
1991-09-01,8515.9015606431455000
1991-10-01,8528.4021459311809000
1991-11-01,8511.5775092455186000
1991-12-01,8519.6890541409768000
1992-01-01,8549.5975926085560000
1992-02-01,8568.5932166233441000
1992-03-01,8578.4367019550025000
1992-04-01,8594.2607581486921000
1992-05-01,8603.1488382074643000
1992-06-01,8607.6332188831166000
1992-07-01,8629.4463864473285000
1992-08-01,8620.7897928718044000
1992-09-01,8638.6110550266358000
1992-10-01,8652.9099010707319000
1992-11-01,8673.1009850976382000
1992-12-01,8695.9711779206154000
1993-01-01,8702.6005203360149000
1993-02-01,8704.7300507108401000
1993-03-01,8712.6898499722171000
1993-04-01,8714.1750252492155000
1993-05-01,8740.8926370918053000
1993-06-01,8739.7745063720606000
1993-07-01,8742.3488501661832000
1993-08-01,8750.6466691740288000
1993-09-01,8751.5017231002772000
1993-10-01,8752.9014446916294000
1993-11-01,8763.0295495840107000
1993-12-01,8776.9705817161812000
1994-01-01,8759.7234259446623000
1994-02-01,8766.6439038161474000
1994-03-01,8790.7086662194304000
1994-04-01,8806.7669087046084000
1994-05-01,8800.8574352263606000
1994-06-01,8821.5518027603818000
1994-07-01,8830.7900211056955000
1994-08-01,8841.6678042195629000
1994-09-01,8857.4069094035611000
1994-10-01,8867.0720125917042000
1994-11-01,8887.7301471505411000
1994-12-01,8903.1396806694763000
1995-01-01,8987.6058314845837000
1995-02-01,8997.3234817355902000
1995-03-01,9008.6705964330778000
1995-04-01,9010.4118454967922000
1995-05-01,9024.7107121106174000
1995-06-01,9030.8521425620611000
1995-07-01,9030.1699073744077000
1995-08-01,9036.1223640867476000
1995-09-01,9038.2329160927113000
1995-10-01,9042.4742761426179000
1995-11-01,9048.8803391666511000
1995-12-01,9042.1320952590663000
1996-01-01,8996.4348445465428000
1996-02-01,9009.8187536331252000
1996-03-01,9013.0344943129991000
1996-04-01,9030.5743287223873000
1996-05-01,9044.6475021181087000
1996-06-01,9050.8304069253785000
1996-07-01,9070.7724712330393000
1996-08-01,9096.8160132752541000
1996-09-01,9100.2797057909458000
1996-10-01,9123.2126424250040000
1996-11-01,9133.5619725485274000
1996-12-01,9155.1904103273398000
1997-01-01,9171.8086674528302000
1997-02-01,9191.4170517517536000
1997-03-01,9212.0586709636121000
1997-04-01,9225.3760800932069000
1997-05-01,9243.7964030520449000
1997-06-01,9258.8932661340611000
1997-07-01,9291.5738406519318000
1997-08-01,9296.7899662198019000
1997-09-01,9307.7758240633442000
1997-10-01,9317.9345047689993000
1997-11-01,9318.7548791431677000
1997-12-01,9331.7576137506743000
1998-01-01,9347.6837590031534000
1998-02-01,9352.1783741695108000
1998-03-01,9353.3214323370188000
1998-04-01,9368.6760817133060000
1998-05-01,9366.4303029423292000
1998-06-01,9380.6790991748720000
1998-07-01,9382.9020516813646000
1998-08-01,9385.8106201477473000
1998-09-01,9397.1465122834407000
1998-10-01,9413.7103208268503000
1998-11-01,9435.9863962752049000
1998-12-01,9459.8812363526300000
1999-01-01,9439.0510817524029000
1999-02-01,9447.7251143917811000
1999-03-01,9464.2448903299089000
1999-04-01,9466.6853414065670000
1999-05-01,9468.0087687510988000
1999-06-01,9484.3136762950670000
1999-07-01,9485.6871766411858000
1999-08-01,9490.8655875136802000
1999-09-01,9497.9689392396652000
1999-10-01,9506.0331259836618000
1999-11-01,9535.0178806365007000
1999-12-01,9545.0882742700808000
2000-01-01,9571.3477307670406000
2000-02-01,9591.7173441445286000
2000-03-01,9625.9252547004538000
2000-04-01,9641.3849666078472000
2000-05-01,9675.2839004246533000
2000-06-01,9691.5278988820598000
2000-07-01,9689.8029286258123000
2000-08-01,9703.0068670772997000
2000-09-01,9706.1414050019086000
2000-10-01,9707.0172774813648000
2000-11-01,9701.7883035282745000
2000-12-01,9682.6391630477694000
2001-01-01,9696.9885883347422000
2001-02-01,9695.2667199273590000
2001-03-01,9688.3453490416740000
2001-04-01,9697.4007400353502000
2001-05-01,9699.6313331694814000
2001-06-01,9692.9334671054016000
2001-07-01,9702.8484905838933000
2001-08-01,9713.0370837272823000
2001-09-01,9698.2084570900809000
2001-10-01,9705.4995141524932000
2001-11-01,9724.1261293353030000
2001-12-01,9755.4175245140803000
2002-01-01,9767.2845446810885000
2002-02-01,9785.9223537774309000
2002-03-01,9791.3715658623211000
2002-04-01,9800.7181703358073000
2002-05-01,9815.2303536226241000
2002-06-01,9822.1938137453798000
2002-07-01,9834.9039412714115000
2002-08-01,9844.9056734637259000
2002-09-01,9861.4431532336860000
2002-10-01,9868.4390902482085000
2002-11-01,9860.8572634258715000
2002-12-01,9869.9643638550635000
2003-01-01,9874.4395857943202000
2003-02-01,9852.0195779285778000
2003-03-01,9847.4255892325576000
2003-04-01,9847.7070228349849000
2003-05-01,9845.3706956527729000
2003-06-01,9852.0255760812708000
2003-07-01,9863.6751255071866000
2003-08-01,9862.0787983729112000
2003-09-01,9866.7826898850409000
2003-10-01,9887.3459224759409000
2003-11-01,9889.9032579753056000
2003-12-01,9897.7459521656941000
2004-01-01,9904.9152611981163000
2004-02-01,9933.2656104635254000
2004-03-01,9977.0406855322480000
2004-04-01,10009.0716888847902000
2004-05-01,10015.2458898896576000
2004-06-01,10025.3902320077211000
2004-07-01,10030.3581712174959000
2004-08-01,10028.9324149952846000
2004-09-01,10040.9632242636178000
2004-10-01,10033.6471467899262000
2004-11-01,10046.3143452894392000
2004-12-01,10060.5679111213666000
2005-01-01,10058.5628352672304000
2005-02-01,10073.2688365158164000
2005-03-01,10073.0848293355278000
2005-04-01,10065.7991810213544000
2005-05-01,10076.9215161107053000
2005-06-01,10090.7594885380623000
2005-07-01,10085.8075668667662000
2005-08-01,10085.5552557009850000
2005-09-01,10072.1823212799159000
2005-10-01,10052.8332637420363000
2005-11-01,10055.8533278152937000
2005-12-01,10050.8285955398059000
2006-01-01,10074.4774850746018000
2006-02-01,10069.9638077715928000
2006-03-01,10074.5487485741126000
2006-04-01,10066.3602441992618000
2006-05-01,10061.4279588336192000
2006-06-01,10053.1299897234710000
2006-07-01,10032.4352165246358000
2006-08-01,10023.0933994513187000
2006-09-01,10024.5898903035847000
2006-10-01,10036.9403171744459000
2006-11-01,10035.9087485921078000
2006-12-01,10035.6795631617500000
2007-01-01,10028.9945238111081000
2007-02-01,10016.4759542822189000
2007-03-01,10019.2046402078260000
2007-04-01,10017.9317121100467000
2007-05-01,10024.2667082389388000
2007-06-01,10021.0380494400790000
2007-07-01,10024.4466960702507000
2007-08-01,10035.6373669636447000
2007-09-01,10027.5726666358174000
2007-10-01,10030.4352277193064000
2007-11-01,10023.7152454678044000
2007-12-01,9989.9468160521222000
2008-01-01,9980.4287229906493000
2008-02-01,9980.6197338917589000
2008-03-01,9950.1788376049252000
2008-04-01,9941.6408816343710000
2008-05-01,9914.8404819878879000
2008-06-01,9881.3485861385098000
2008-07-01,9855.4386839808660000
2008-08-01,9812.6571489452376000
2008-09-01,9783.3473628356845000
2008-10-01,9757.2573096735765000
2008-11-01,9719.3691012668991000
2008-12-01,9717.2193827531666000
2009-01-01,9686.6084491587418000
2009-02-01,9668.4225298790478000
2009-03-01,9654.0699570759456000
2009-04-01,9645.4804147502991000
2009-05-01,9628.8992260182941000
2009-06-01,9624.9064145882567000
2009-07-01,9626.9536395837874000
2009-08-01,9618.2426832637275000
2009-09-01,9617.7641534554760000
2009-10-01,9598.3730762616446000
2009-11-01,9593.8369355874171000
2009-12-01,9580.1907119459034000
2010-01-01,9558.8003872643144000
2010-02-01,9530.1219634530316000
2010-03-01,9538.9635589821870000
2010-04-01,9547.8910621427722000
2010-05-01,9538.0873458039786000
2010-06-01,9538.0565228920829000
2010-07-01,9534.7510978670686000
2010-08-01,9539.6963260045002000
2010-09-01,9541.7617688755836000
2010-10-01,9548.4255224152719000
2010-11-01,9549.9073931767997000
2010-12-01,9548.1253265643976000
2011-01-01,9552.1660057254394000
2011-02-01,9556.6176166092773000
2011-03-01,9548.4185231719634000
2011-04-01,9529.2342683244722000
2011-05-01,9514.9297004028694000
2011-06-01,9503.7987790267512000
2011-07-01,9481.1003973877124000
2011-08-01,9464.2184603949616000
2011-09-01,9449.1040989401648000
2011-10-01,9428.2953865819555000
2011-11-01,9419.4211299231822000
2011-12-01,9426.8608895625815000
2012-01-01,9433.6229548167615000
2012-02-01,9444.0890212359799000
2012-03-01,9449.0116241466556000
2012-04-01,9443.4211349825029000
2012-05-01,9459.8770902837475000
2012-06-01,9460.7441718777517000
2012-07-01,9455.1965165034641000
2012-08-01,9461.1418624929635000
2012-09-01,9444.2894522425341000
2012-10-01,9443.4229108713698000
2012-11-01,9443.2793153025361000
2012-12-01,9418.6142632148235000
2013-01-01,9419.9813090784161000
2013-02-01,9408.5491181895534000
2013-03-01,9394.4160434319414000
2013-04-01,9398.2931079290497000
2013-05-01,9401.7435033756078000
2013-06-01,9394.9689973792564000
2013-07-01,9401.1482946891382000
2013-08-01,9406.2537684881204000
2013-09-01,9411.1849216910744000
2013-10-01,9421.1441286521731000
2013-11-01,9414.1203484423273000
2013-12-01,9416.6951008045768000
2014-01-01,9401.8722130465393000
2014-02-01,9391.3547210524750000
2014-03-01,9387.8339380211838000
2014-04-01,9397.4999222821114000
2014-05-01,9401.1251687204034000
2014-06-01,9406.3574950931122000
2014-07-01,9419.7271739256846000
2014-08-01,9415.3591853486841000
2014-09-01,9424.7298582417920000
2014-10-01,9438.0742430313655000
2014-11-01,9436.2802733834404000
2014-12-01,9465.4822890404899000
2015-01-01,9482.2881961943856000
2015-02-01,9488.2428025985794000
2015-03-01,9498.0128831527113000
2015-04-01,9511.9669473692742000
2015-05-01,9520.9891425817400000
2015-06-01,9537.6029372245626000
2015-07-01,9557.5007980706796000
2015-08-01,9561.4024821252600000
2015-09-01,9577.7946536352393000
2015-10-01,9581.4771094646176000
2015-11-01,9598.4553401123129000
2015-12-01,9615.1609018885069000
2016-01-01,9628.7404300912086000
2016-02-01,9641.8287731833897000
2016-03-01,9659.4119963976063000
2016-04-01,9675.5761771964707000
2016-05-01,9692.3722853094537000
2016-06-01,9706.6416913788623000
2016-07-01,9721.6183050002898000
2016-08-01,9737.0120274233594000
2016-09-01,9752.2711294185800000
2016-10-01,9768.0618158550256000
2016-11-01,9781.9672693132299000
2016-12-01,9793.4608277007972000
2017-01-01,9797.5944538154570000
2017-02-01,9801.7650692519840000
2017-03-01,9807.6072523034485000
2017-04-01,9813.1273707295117000
2017-05-01,9818.5282239021651000
2017-06-01,9823.6726266471338000
2017-07-01,9828.7384154592705000
2017-08-01,9833.5684573374853000
2017-09-01,9837.9129129099151000
2017-10-01,9842.6500538035292000
2017-11-01,9847.1226299732700000
2017-12-01,9852.7118122051130000
2018-01-01,9855.4385629873957000
2018-02-01,9858.7302042958468000
2018-03-01,9862.6964944021989000
2018-04-01,9866.0125502957382000
2018-05-01,9869.5240066720138000
2018-06-01,9872.4843316727572000
2018-07-01,9875.2377831107744000
2018-08-01,9877.7531653192533000
2018-09-01,9879.6745748830520000
2018-10-01,9882.4978099735460000
2018-11-01,9885.3446286149033000
2018-12-01,9889.0615045409052000
2019-01-01,9898.5607392812166000
2019-02-01,9907.9775828464647000
2019-03-01,9910.1192237022152000
2019-04-01,9901.5886922008071000
2019-05-01,9916.1902935499224000
2019-06-01,9908.3169027818246000
2019-07-01,9905.5882920249168000
2019-08-01,9925.7766760723285000
2019-09-01,9938.5891093925946000
2019-10-01,9941.4123365115965000
2019-11-01,9936.5266013457570000
2019-12-01,9906.5059042729146000
2020-01-01,9939.2036456918249000
2020-02-01,9969.2043808865167000
2020-03-01,9827.2356001130386000
2020-04-01,9445.6326654163610000
2020-05-01,9239.2908406873566000
2020-06-01,9145.0620668880882000
2020-07-01,9065.2469691200121000
